,word,sociability,ability,negative,positive,uncertain
37160,mess,0.0,0.0,0.0,0.0,0.0
37161,message,0.0,0.0,0.0,0.0,0.0
37162,messaged,0.0,0.0,0.0,0.0,0.0
37163,messaging,0.0,0.0,0.0,0.0,0.0
37164,messed,0.0,0.0,0.0,0.0,0.0
37165,messeigneurs,0.0,0.0,0.0,0.0,0.0
37166,messenger,0.0,0.0,0.0,0.0,0.0
37167,messiah,0.0,0.0,0.0,0.0,0.0
37168,messianic,0.0,0.0,0.0,0.0,0.0
37169,messier,0.0,0.0,0.0,0.0,0.0
37170,messiest,0.0,0.0,0.0,0.0,0.0
37171,messily,0.0,0.0,0.0,0.0,0.0
37172,messiness,0.0,0.0,0.0,0.0,0.0
37173,messing,0.0,0.0,0.0,0.0,0.0
37174,messmate,0.0,0.0,0.0,0.0,0.0
37175,messy,0.0,-1.0,0.0,0.0,0.0
37176,mestizo,0.0,0.0,0.0,0.0,0.0
37177,met,0.0,0.0,0.0,0.0,0.0
37178,metabolic,0.0,0.0,0.0,0.0,0.0
37179,metabolic acidosis,0.0,0.0,0.0,0.0,0.0
37180,metabolic alkalosis,0.0,0.0,0.0,0.0,0.0
37181,metabolicacidosi,0.0,0.0,0.0,0.0,0.0
37182,metabolicacidosis,0.0,0.0,0.0,0.0,0.0
37183,metabolicalkalosi,0.0,0.0,0.0,0.0,0.0
37184,metabolicalkalosis,0.0,0.0,0.0,0.0,0.0
37185,metabolically,0.0,0.0,0.0,0.0,0.0
37186,metabolism,0.0,0.0,0.0,0.0,0.0
37187,metabolite,0.0,0.0,0.0,0.0,0.0
37188,metabolize,0.0,0.0,0.0,0.0,0.0
37189,metabolized,0.0,0.0,0.0,0.0,0.0
37190,metabolizes,0.0,0.0,0.0,0.0,0.0
37191,metabolizing,0.0,0.0,0.0,0.0,0.0
37192,metacarpal,0.0,0.0,0.0,0.0,0.0
37193,metacarpus,0.0,0.0,0.0,0.0,0.0
37194,metadata,0.0,0.0,0.0,0.0,0.0
37195,metal,0.0,0.0,0.0,0.0,0.0
37196,metalanguage,0.0,0.0,0.0,0.0,0.0
37197,metalcasting,0.0,0.0,0.0,0.0,0.0
37198,metalcutting,0.0,0.0,0.0,0.0,0.0
37199,metalization,0.0,0.0,0.0,0.0,0.0
37200,metalized,0.0,0.0,0.0,0.0,0.0
37201,metallic,0.0,0.0,0.0,0.0,0.0
37202,metallization,0.0,0.0,0.0,0.0,0.0
37203,metallurgic,0.0,0.0,0.0,0.0,0.0
37204,metallurgical,0.0,0.0,0.0,0.0,0.0
37205,metallurgical engineer,0.0,0.0,0.0,0.0,0.0
37206,metallurgicalengineer,0.0,0.0,0.0,0.0,0.0
37207,metallurgically,0.0,0.0,0.0,0.0,0.0
37208,metallurgist,0.0,0.0,0.0,0.0,0.0
37209,metallurgy,0.0,0.0,0.0,0.0,0.0
37210,metalwork,0.0,0.0,0.0,0.0,0.0
37211,metalworker,0.0,0.0,0.0,0.0,0.0
37212,metalworking,0.0,0.0,0.0,0.0,0.0
37213,metamorphic,0.0,0.0,0.0,0.0,0.0
37214,metamorphism,0.0,0.0,0.0,0.0,0.0
37215,metamorphose,0.0,0.0,0.0,0.0,0.0
37216,metamorphosed,0.0,0.0,0.0,0.0,0.0
37217,metamorphosing,0.0,0.0,0.0,0.0,0.0
37218,metamorphosis,0.0,0.0,0.0,0.0,0.0
37219,metaphor,0.0,0.0,0.0,0.0,0.0
37220,metaphoric,0.0,0.0,0.0,0.0,0.0
37221,metaphorical,0.0,0.0,0.0,0.0,0.0
37222,metaphorically,0.0,0.0,0.0,0.0,0.0
37223,metaphysic,0.0,0.0,0.0,0.0,0.0
37224,metaphysical,0.0,0.0,0.0,0.0,0.0
37225,metaphysically,0.0,0.0,0.0,0.0,0.0
37226,metaphysics,0.0,0.0,0.0,0.0,0.0
37227,metasearch,0.0,0.0,0.0,0.0,0.0
37228,metastasis,0.0,0.0,0.0,0.0,0.0
37229,metastasize,0.0,0.0,0.0,0.0,0.0
37230,metastasized,0.0,0.0,0.0,0.0,0.0
37231,metastasizes,0.0,0.0,0.0,0.0,0.0
37232,metastasizing,0.0,0.0,0.0,0.0,0.0
37233,metastatic,0.0,0.0,0.0,0.0,0.0
37234,metastatic tumor,0.0,0.0,0.0,0.0,0.0
37235,metastatictumor,0.0,0.0,0.0,0.0,0.0
37236,metatarsal,0.0,0.0,0.0,0.0,0.0
37237,metatarsus,0.0,0.0,0.0,0.0,0.0
37238,metathesis,0.0,0.0,0.0,0.0,0.0
37239,mete,0.0,0.0,0.0,0.0,0.0
37240,meted,0.0,0.0,0.0,0.0,0.0
37241,metempsychosis,0.0,0.0,0.0,0.0,0.0
37242,meteor,0.0,0.0,0.0,0.0,0.0
37243,meteoric,0.0,0.0,0.0,0.0,0.0
37244,meteorically,0.0,0.0,0.0,0.0,0.0
37245,meteorite,0.0,0.0,0.0,0.0,0.0
37246,meteoroid,0.0,0.0,0.0,0.0,0.0
37247,meteorologic,0.0,0.0,0.0,0.0,0.0
37248,meteorological,0.0,0.0,0.0,0.0,0.0
37249,meteorologist,0.0,0.0,0.0,0.0,0.0
37250,meteorology,0.0,0.0,0.0,0.0,0.0
37251,meter,0.0,0.0,0.0,0.0,0.0
37252,metered,0.0,0.0,0.0,0.0,0.0
37253,metering,0.0,0.0,0.0,0.0,0.0
37254,metformin,0.0,0.0,0.0,0.0,0.0
37255,methadon,0.0,0.0,0.0,0.0,0.0
37256,methadone,0.0,0.0,0.0,0.0,0.0
37257,methamphetamine,0.0,0.0,0.0,0.0,0.0
37258,methane,0.0,0.0,0.0,0.0,0.0
37259,methanol,0.0,0.0,0.0,0.0,0.0
37260,methinks,0.0,0.0,0.0,0.0,0.0
37261,method,0.0,1.0,0.0,0.0,0.0
37262,methodical,0.0,0.0,0.0,0.0,0.0
37263,methodically,0.0,0.0,0.0,0.0,0.0
37264,methodicalness,0.0,0.0,0.0,0.0,0.0
37265,methodism,0.0,0.0,0.0,0.0,0.0
37266,methodist,0.0,0.0,0.0,0.0,0.0
37267,methodological,0.0,0.0,0.0,0.0,0.0
37268,methodologically,0.0,0.0,0.0,0.0,0.0
37269,methodology,0.0,1.0,0.0,0.0,0.0
37270,methotrexate,0.0,0.0,0.0,0.0,0.0
37271,methought,0.0,0.0,0.0,0.0,0.0
37272,methyl,0.0,0.0,0.0,0.0,0.0
37273,meticulou,0.0,0.0,0.0,0.0,0.0
37274,meticulous,0.0,0.0,0.0,0.0,0.0
37275,meticulously,0.0,0.0,0.0,0.0,0.0
37276,meticulousnes,0.0,0.0,0.0,0.0,0.0
37277,meticulousness,0.0,0.0,0.0,0.0,0.0
37278,metier,0.0,0.0,0.0,0.0,0.0
37279,meting,0.0,0.0,0.0,0.0,0.0
37280,metre,0.0,0.0,0.0,0.0,0.0
37281,metric,0.0,0.0,0.0,0.0,0.0
37282,metrical,0.0,0.0,0.0,0.0,0.0
37283,metrically,0.0,0.0,0.0,0.0,0.0
37284,metricate,0.0,0.0,0.0,0.0,0.0
37285,metricated,0.0,0.0,0.0,0.0,0.0
37286,metricates,0.0,0.0,0.0,0.0,0.0
37287,metricating,0.0,0.0,0.0,0.0,0.0
37288,metrication,0.0,0.0,0.0,0.0,0.0
37289,metricize,0.0,0.0,0.0,0.0,0.0
37290,metricized,0.0,0.0,0.0,0.0,0.0
37291,metricizes,0.0,0.0,0.0,0.0,0.0
37292,metricizing,0.0,0.0,0.0,0.0,0.0
37293,metro,0.0,0.0,0.0,0.0,0.0
37294,metrological,0.0,0.0,0.0,0.0,0.0
37295,metrology,0.0,0.0,0.0,0.0,0.0
37296,metronome,0.0,0.0,0.0,0.0,0.0
37297,metroplex,0.0,0.0,0.0,0.0,0.0
37298,metropoli,0.0,0.0,0.0,0.0,0.0
37299,metropolis,0.0,0.0,0.0,0.0,0.0
37300,metropolitan,0.0,0.0,0.0,0.0,0.0
37301,mettle,0.0,0.0,0.0,0.0,0.0
37302,mettlesome,0.0,0.0,0.0,0.0,0.0
37303,mew,0.0,0.0,0.0,0.0,0.0
37304,mewed,0.0,0.0,0.0,0.0,0.0
37305,mewing,0.0,0.0,0.0,0.0,0.0
37306,mewl,0.0,0.0,0.0,0.0,0.0
37307,mewled,0.0,0.0,0.0,0.0,0.0
37308,mewling,0.0,0.0,0.0,0.0,0.0
37309,mewls,0.0,0.0,0.0,0.0,0.0
37310,mexican,0.0,0.0,0.0,0.0,0.0
37311,mexicano,0.0,0.0,0.0,0.0,0.0
37312,mexico,0.0,0.0,0.0,0.0,0.0
37313,mezzanine,0.0,0.0,0.0,0.0,0.0
37314,mezzo,0.0,0.0,0.0,0.0,0.0
37315,mezzotint,0.0,0.0,0.0,0.0,0.0
37316,mi,0.0,0.0,0.0,0.0,0.0
37317,miao,0.0,0.0,0.0,0.0,0.0
37318,miasma,0.0,0.0,0.0,0.0,0.0
37319,mica,0.0,0.0,0.0,0.0,0.0
37320,michael,0.0,0.0,0.0,0.0,0.0
37321,michigander,0.0,0.0,0.0,0.0,0.0
37322,mick,0.0,0.0,0.0,0.0,0.0
37323,mickey,0.0,0.0,0.0,0.0,0.0
37324,micra,0.0,0.0,0.0,0.0,0.0
37325,micro,0.0,0.0,0.0,0.0,0.0
37326,microalgae,0.0,0.0,0.0,0.0,0.0
37327,microarchitecture,0.0,0.0,0.0,0.0,0.0
37328,microarray,0.0,0.0,0.0,0.0,0.0
37329,microarrays,0.0,0.0,0.0,0.0,0.0
37330,microbe,0.0,0.0,0.0,0.0,0.0
37331,microbial,0.0,0.0,0.0,0.0,0.0
37332,microbiological,0.0,0.0,0.0,0.0,0.0
37333,microbiologist,0.0,0.0,0.0,0.0,0.0
37334,microbiology,0.0,0.0,0.0,0.0,0.0
37335,microbiome,0.0,0.0,0.0,0.0,0.0
37336,microbrewers,0.0,0.0,0.0,0.0,0.0
37337,microbrewery,0.0,0.0,0.0,0.0,0.0
37338,microbrewing,0.0,0.0,0.0,0.0,0.0
37339,microbrews,0.0,0.0,0.0,0.0,0.0
37340,microcap,0.0,0.0,0.0,0.0,0.0
37341,microcard,0.0,0.0,0.0,0.0,0.0
37342,microchip,0.0,0.0,0.0,0.0,0.0
37343,microcircuit,0.0,0.0,0.0,0.0,0.0
37344,microcomputer,0.0,0.0,0.0,0.0,0.0
37345,microcontroller,0.0,0.0,0.0,0.0,0.0
37346,microcontrollers,0.0,0.0,0.0,0.0,0.0
37347,microcosm,0.0,0.0,0.0,0.0,0.0
37348,microcosmic,0.0,0.0,0.0,0.0,0.0
37349,microcredit,0.0,0.0,0.0,0.0,0.0
37350,microcutter,0.0,0.0,0.0,0.0,0.0
37351,microdisplay,0.0,0.0,0.0,0.0,0.0
37352,microdisplays,0.0,0.0,0.0,0.0,0.0
37353,microdot,0.0,0.0,0.0,0.0,0.0
37354,microeconomic,0.0,0.0,0.0,0.0,0.0
37355,microeconomics,0.0,0.0,0.0,0.0,0.0
37356,microelectronic,0.0,0.0,0.0,0.0,0.0
37357,microelectronics,0.0,0.0,0.0,0.0,0.0
37358,microencapsulation,0.0,0.0,0.0,0.0,0.0
37359,microenvironment,0.0,0.0,0.0,0.0,0.0
37360,microfabrication,0.0,0.0,0.0,0.0,0.0
37361,microfiber,0.0,0.0,0.0,0.0,0.0
37362,microfibers,0.0,0.0,0.0,0.0,0.0
37363,microfiche,0.0,0.0,0.0,0.0,0.0
37364,microfilm,0.0,0.0,0.0,0.0,0.0
37365,microfilmed,0.0,0.0,0.0,0.0,0.0
37366,microfilming,0.0,0.0,0.0,0.0,0.0
37367,microfinancing,0.0,0.0,0.0,0.0,0.0
37368,microfluidic,0.0,0.0,0.0,0.0,0.0
37369,microfracture,0.0,0.0,0.0,0.0,0.0
37370,microgram,0.0,0.0,0.0,0.0,0.0
37371,microgrid,0.0,0.0,0.0,0.0,0.0
37372,microgroove,0.0,0.0,0.0,0.0,0.0
37373,microgrooves,0.0,0.0,0.0,0.0,0.0
37374,microlaser,0.0,0.0,0.0,0.0,0.0
37375,microlending,0.0,0.0,0.0,0.0,0.0
37376,microlight,0.0,0.0,0.0,0.0,0.0
37377,microlights,0.0,0.0,0.0,0.0,0.0
37378,microliter,0.0,0.0,0.0,0.0,0.0
37379,microloan,0.0,0.0,0.0,0.0,0.0
37380,micromachined,0.0,0.0,0.0,0.0,0.0
37381,micromachining,0.0,0.0,0.0,0.0,0.0
37382,micromanage,0.0,0.0,0.0,0.0,0.0
37383,micromanaged,0.0,0.0,0.0,0.0,0.0
37384,micromanagement,0.0,0.0,0.0,0.0,0.0
37385,micromanagements,0.0,0.0,0.0,0.0,0.0
37386,micromanages,0.0,0.0,0.0,0.0,0.0
37387,micromanaging,0.0,0.0,0.0,0.0,0.0
37388,micrometeorite,0.0,0.0,0.0,0.0,0.0
37389,micrometer,0.0,0.0,0.0,0.0,0.0
37390,micron,0.0,0.0,0.0,0.0,0.0
37391,micronesia,0.0,0.0,0.0,0.0,0.0
37392,micronutrient,0.0,0.0,0.0,0.0,0.0
37393,microorganism,0.0,0.0,0.0,0.0,0.0
37394,microparticle,0.0,0.0,0.0,0.0,0.0
37395,micropayment,0.0,0.0,0.0,0.0,0.0
37396,microphone,0.0,0.0,0.0,0.0,0.0
37397,microplate,0.0,0.0,0.0,0.0,0.0
37398,microprocessor,0.0,0.0,0.0,0.0,0.0
37399,micros,0.0,0.0,0.0,0.0,0.0
37400,microscope,0.0,0.0,0.0,0.0,0.0
37401,microscopic,0.0,0.0,0.0,0.0,0.0
37402,microscopical,0.0,0.0,0.0,0.0,0.0
37403,microscopically,0.0,0.0,0.0,0.0,0.0
37404,microscopist,0.0,0.0,0.0,0.0,0.0
37405,microscopy,0.0,0.0,0.0,0.0,0.0
37406,microsecond,0.0,0.0,0.0,0.0,0.0
37407,microsphere,0.0,0.0,0.0,0.0,0.0
37408,microspheres,0.0,0.0,0.0,0.0,0.0
37409,microstructure,0.0,0.0,0.0,0.0,0.0
37410,microstructures,0.0,0.0,0.0,0.0,0.0
37411,microsurgery,0.0,0.0,0.0,0.0,0.0
37412,microtechnology,0.0,0.0,0.0,0.0,0.0
37413,microticket,0.0,0.0,0.0,0.0,0.0
37414,microtransactions,0.0,0.0,0.0,0.0,0.0
37415,microturbine,0.0,0.0,0.0,0.0,0.0
37416,microturbines,0.0,0.0,0.0,0.0,0.0
37417,microwavable,0.0,0.0,0.0,0.0,0.0
37418,microwave,0.0,0.0,0.0,0.0,0.0
37419,microwaveable,0.0,0.0,0.0,0.0,0.0
37420,microwaved,0.0,0.0,0.0,0.0,0.0
37421,microwaving,0.0,0.0,0.0,0.0,0.0
37422,microwell,0.0,0.0,0.0,0.0,0.0
37423,mid,0.0,0.0,0.0,0.0,0.0
37424,midair,0.0,0.0,0.0,0.0,0.0
37425,midas touch,0.0,1.0,0.0,0.0,0.0
37426,midastouch,0.0,1.0,0.0,0.0,0.0
37427,midcap,0.0,0.0,0.0,0.0,0.0
37428,midcontinent,0.0,0.0,0.0,0.0,0.0
37429,midcourse,0.0,0.0,0.0,0.0,0.0
37430,midcycle,0.0,0.0,0.0,0.0,0.0
37431,midday,0.0,0.0,0.0,0.0,0.0
37432,midden,0.0,0.0,0.0,0.0,0.0
37433,middle,0.0,0.0,0.0,0.0,0.0
37434,middle eastern,0.0,0.0,0.0,0.0,0.0
37435,middle-class,0.0,0.0,0.0,0.0,0.0
37436,middlebrow,0.0,0.0,0.0,0.0,0.0
37437,middleclas,0.0,0.0,0.0,0.0,0.0
37438,middleclass,0.0,0.0,0.0,0.0,0.0
37439,middleeastern,0.0,0.0,0.0,0.0,0.0
37440,middleman,0.0,0.0,0.0,0.0,0.0
37441,middlemost,0.0,0.0,0.0,0.0,0.0
37442,middleware,0.0,0.0,0.0,0.0,0.0
37443,middleweight,0.0,0.0,0.0,0.0,0.0
37444,middling,0.0,0.0,0.0,0.0,0.0
37445,middy,0.0,0.0,0.0,0.0,0.0
37446,midgard,0.0,0.0,0.0,0.0,0.0
37447,midge,0.0,0.0,0.0,0.0,0.0
37448,midget,0.0,0.0,0.0,0.0,0.0
37449,midi,0.0,0.0,0.0,0.0,0.0
37450,midland,0.0,0.0,0.0,0.0,0.0
37451,midlevel,0.0,0.0,0.0,0.0,0.0
37452,midlife,0.0,0.0,0.0,0.0,0.0
37453,midline,0.0,0.0,0.0,0.0,0.0
37454,midlives,0.0,0.0,0.0,0.0,0.0
37455,midmarket,0.0,0.0,0.0,0.0,0.0
37456,midmost,0.0,0.0,0.0,0.0,0.0
37457,midnight,0.0,0.0,0.0,0.0,0.0
37458,midpart,0.0,0.0,0.0,0.0,0.0
37459,midpoint,0.0,0.0,0.0,0.0,0.0
37460,midprice,0.0,0.0,0.0,0.0,0.0
37461,midpriced,0.0,0.0,0.0,0.0,0.0
37462,midquarter,0.0,0.0,0.0,0.0,0.0
37463,midrange,0.0,0.0,0.0,0.0,0.0
37464,midrib,0.0,0.0,0.0,0.0,0.0
37465,midriff,0.0,0.0,0.0,0.0,0.0
37466,midscale,0.0,0.0,0.0,0.0,0.0
37467,midseason,0.0,0.0,0.0,0.0,0.0
37468,midsection,0.0,0.0,0.0,0.0,0.0
37469,midshipman,0.0,0.0,0.0,0.0,0.0
37470,midships,0.0,0.0,0.0,0.0,0.0
37471,midsingle,0.0,0.0,0.0,0.0,0.0
37472,midsize,0.0,0.0,0.0,0.0,0.0
37473,midsized,0.0,0.0,0.0,0.0,0.0
37474,midst,0.0,0.0,0.0,0.0,0.0
37475,midstream,0.0,0.0,0.0,0.0,0.0
37476,midsummer,0.0,0.0,0.0,0.0,0.0
37477,midteen,0.0,0.0,0.0,0.0,0.0
37478,midteens,0.0,0.0,0.0,0.0,0.0
37479,midterm,0.0,0.0,0.0,0.0,0.0
37480,midtier,0.0,0.0,0.0,0.0,0.0
37481,midtown,0.0,0.0,0.0,0.0,0.0
37482,midtowns,0.0,0.0,0.0,0.0,0.0
37483,midway,0.0,0.0,0.0,0.0,0.0
37484,midweek,0.0,0.0,0.0,0.0,0.0
37485,midwest,0.0,0.0,0.0,0.0,0.0
37486,midwestern,0.0,0.0,0.0,0.0,0.0
37487,midwife,0.0,0.0,0.0,0.0,0.0
37488,midwifed,0.0,0.0,0.0,0.0,0.0
37489,midwifery,0.0,0.0,0.0,0.0,0.0
37490,midwifing,0.0,0.0,0.0,0.0,0.0
37491,midwinter,0.0,0.0,0.0,0.0,0.0
37492,midwived,0.0,0.0,0.0,0.0,0.0
37493,midwiving,0.0,0.0,0.0,0.0,0.0
37494,midyear,0.0,0.0,0.0,0.0,0.0
37495,midyears,0.0,0.0,0.0,0.0,0.0
37496,mien,0.0,0.0,0.0,0.0,0.0
37497,mifepristone,0.0,0.0,0.0,0.0,0.0
37498,miff,0.0,0.0,0.0,0.0,0.0
37499,miffed,0.0,0.0,0.0,0.0,0.0
37500,miffing,0.0,0.0,0.0,0.0,0.0
37501,migalastat,0.0,0.0,0.0,0.0,0.0
37502,might,0.0,0.0,0.0,0.0,1.0
37503,might,0.0,0.0,0.0,0.0,0.0
37504,mightier,0.0,0.0,0.0,0.0,0.0
37505,mightiest,0.0,0.0,0.0,0.0,0.0
37506,mightily,0.0,0.0,0.0,0.0,0.0
37507,mightiness,0.0,0.0,0.0,0.0,0.0
37508,mighty,0.0,0.0,0.0,0.0,0.0
37509,mignonette,0.0,0.0,0.0,0.0,0.0
37510,migraine,0.0,0.0,0.0,0.0,0.0
37511,migrant,0.0,0.0,0.0,0.0,0.0
37512,migrant worker,0.0,0.0,0.0,0.0,0.0
37513,migrantworker,0.0,0.0,0.0,0.0,0.0
37514,migrate,0.0,0.0,0.0,0.0,0.0
37515,migrated,0.0,0.0,0.0,0.0,0.0
37516,migrates,0.0,0.0,0.0,0.0,0.0
37517,migrating,0.0,0.0,0.0,0.0,0.0
37518,migration,0.0,0.0,0.0,0.0,0.0
37519,migratory,0.0,0.0,0.0,0.0,0.0
37520,mikado,0.0,0.0,0.0,0.0,0.0
37521,mike,0.0,0.0,0.0,0.0,0.0
37522,miked,0.0,0.0,0.0,0.0,0.0
37523,miking,0.0,0.0,0.0,0.0,0.0
37524,mil,0.0,0.0,0.0,0.0,0.0
37525,milady,0.0,0.0,0.0,0.0,0.0
37526,milanese,0.0,0.0,0.0,0.0,0.0
37527,milch,0.0,0.0,0.0,0.0,0.0
37528,mild,0.0,0.0,0.0,0.0,0.0
37529,milder,0.0,0.0,0.0,0.0,0.0
37530,mildest,0.0,0.0,0.0,0.0,0.0
37531,mildew,0.0,0.0,0.0,0.0,0.0
37532,mildewed,0.0,0.0,0.0,0.0,0.0
37533,mildewing,0.0,0.0,0.0,0.0,0.0
37534,mildly,0.0,0.0,0.0,0.0,0.0
37535,mildnes,0.0,0.0,0.0,0.0,0.0
37536,mildness,0.0,0.0,0.0,0.0,0.0
37537,milds,0.0,0.0,0.0,0.0,0.0
37538,mile,0.0,0.0,0.0,0.0,0.0
37539,mileage,0.0,0.0,0.0,0.0,0.0
37540,milepost,0.0,0.0,0.0,0.0,0.0
37541,miler,0.0,0.0,0.0,0.0,0.0
37542,miles gloriosus,0.0,0.0,0.0,0.0,0.0
37543,milesgloriosu,0.0,0.0,0.0,0.0,0.0
37544,milesgloriosus,0.0,0.0,0.0,0.0,0.0
37545,milestone,0.0,0.0,0.0,0.0,0.0
37546,milieu,0.0,0.0,0.0,0.0,0.0
37547,militance,0.0,0.0,0.0,0.0,0.0
37548,militancy,0.0,0.0,0.0,0.0,0.0
37549,militant,0.0,0.0,0.0,0.0,0.0
37550,militantly,0.0,0.0,0.0,0.0,0.0
37551,militarily,0.0,0.0,0.0,0.0,0.0
37552,militarism,0.0,0.0,0.0,0.0,0.0
37553,militarist,0.0,0.0,0.0,0.0,0.0
37554,militaristic,0.0,0.0,0.0,0.0,0.0
37555,militarization,0.0,0.0,0.0,0.0,0.0
37556,militarize,0.0,0.0,0.0,0.0,0.0
37557,militarized,0.0,0.0,0.0,0.0,0.0
37558,militarizes,0.0,0.0,0.0,0.0,0.0
37559,militarizing,0.0,0.0,0.0,0.0,0.0
37560,military,0.0,0.0,0.0,0.0,0.0
37561,military personnel,0.0,0.0,0.0,0.0,0.0
37562,militarypersonnel,0.0,0.0,0.0,0.0,0.0
37563,militate,0.0,0.0,0.0,0.0,0.0
37564,militated,0.0,0.0,0.0,0.0,0.0
37565,militates,0.0,0.0,0.0,0.0,0.0
37566,militating,0.0,0.0,0.0,0.0,0.0
37567,militia,0.0,0.0,0.0,0.0,0.0
37568,militiaman,0.0,0.0,0.0,0.0,0.0
37569,milk,0.0,0.0,0.0,0.0,0.0
37570,milked,0.0,0.0,0.0,0.0,0.0
37571,milker,0.0,0.0,0.0,0.0,0.0
37572,milkier,0.0,0.0,0.0,0.0,0.0
37573,milkiest,0.0,0.0,0.0,0.0,0.0
37574,milkiness,0.0,0.0,0.0,0.0,0.0
37575,milkinesses,0.0,0.0,0.0,0.0,0.0
37576,milking,0.0,0.0,0.0,0.0,0.0
37577,milkmaid,0.0,0.0,0.0,0.0,0.0
37578,milkman,0.0,0.0,0.0,0.0,0.0
37579,milkshake,0.0,0.0,0.0,0.0,0.0
37580,milksop,0.0,0.0,0.0,0.0,0.0
37581,milkweed,0.0,0.0,0.0,0.0,0.0
37582,milky,0.0,0.0,0.0,0.0,0.0
37583,mill,0.0,0.0,0.0,0.0,0.0
37584,millage,0.0,0.0,0.0,0.0,0.0
37585,millages,0.0,0.0,0.0,0.0,0.0
37586,milled,0.0,0.0,0.0,0.0,0.0
37587,millenarian,0.0,0.0,0.0,0.0,0.0
37588,millenarianism,0.0,0.0,0.0,0.0,0.0
37589,millenary,0.0,0.0,0.0,0.0,0.0
37590,millenium,0.0,0.0,0.0,0.0,0.0
37591,millennial,0.0,0.0,0.0,0.0,0.0
37592,millennials,0.0,0.0,0.0,0.0,0.0
37593,millennium,0.0,0.0,0.0,0.0,0.0
37594,millepede,0.0,0.0,0.0,0.0,0.0
37595,miller,0.0,0.0,0.0,0.0,0.0
37596,millet,0.0,0.0,0.0,0.0,0.0
37597,milliard,0.0,0.0,0.0,0.0,0.0
37598,millibar,0.0,0.0,0.0,0.0,0.0
37599,milligram,0.0,0.0,0.0,0.0,0.0
37600,milliliter,0.0,0.0,0.0,0.0,0.0
37601,millilitre,0.0,0.0,0.0,0.0,0.0
37602,millimeter,0.0,0.0,0.0,0.0,0.0
37603,millimetre,0.0,0.0,0.0,0.0,0.0
37604,milliner,0.0,0.0,0.0,0.0,0.0
37605,millinery,0.0,0.0,0.0,0.0,0.0
37606,milling,0.0,0.0,0.0,0.0,0.0
37607,million,0.0,0.0,0.0,0.0,0.0
37608,millionaire,0.0,0.0,0.0,0.0,0.0
37609,millionnaire,0.0,0.0,0.0,0.0,0.0
37610,millionnaires,0.0,0.0,0.0,0.0,0.0
37611,millionth,0.0,0.0,0.0,0.0,0.0
37612,millipede,0.0,0.0,0.0,0.0,0.0
37613,millisecond,0.0,0.0,0.0,0.0,0.0
37614,milliwatt,0.0,0.0,0.0,0.0,0.0
37615,millpond,0.0,0.0,0.0,0.0,0.0
37616,millrace,0.0,0.0,0.0,0.0,0.0
37617,millsite,0.0,0.0,0.0,0.0,0.0
37618,millstone,0.0,0.0,0.0,0.0,0.0
37619,millstream,0.0,0.0,0.0,0.0,0.0
37620,millstreams,0.0,0.0,0.0,0.0,0.0
37621,millwork,0.0,0.0,0.0,0.0,0.0
37622,millwright,0.0,0.0,0.0,0.0,0.0
37623,milquetoast,0.0,0.0,0.0,0.0,0.0
37624,milt,0.0,0.0,0.0,0.0,0.0
37625,milted,0.0,0.0,0.0,0.0,0.0
37626,milting,0.0,0.0,0.0,0.0,0.0
37627,mim,0.0,0.0,0.0,0.0,0.0
37628,mime,0.0,0.0,0.0,0.0,0.0
37629,mimed,0.0,0.0,0.0,0.0,0.0
37630,mimeograph,0.0,0.0,0.0,0.0,0.0
37631,mimeographed,0.0,0.0,0.0,0.0,0.0
37632,mimeographing,0.0,0.0,0.0,0.0,0.0
37633,mimer,0.0,0.0,0.0,0.0,0.0
37634,mimesi,0.0,0.0,0.0,0.0,0.0
37635,mimesis,0.0,0.0,0.0,0.0,0.0
37636,mimetic,0.0,0.0,0.0,0.0,0.0
37637,mimic,0.0,0.0,0.0,0.0,0.0
37638,mimicked,0.0,0.0,0.0,0.0,0.0
37639,mimicker,0.0,0.0,0.0,0.0,0.0
37640,mimicking,0.0,0.0,0.0,0.0,0.0
37641,mimicry,0.0,0.0,0.0,0.0,0.0
37642,miming,0.0,0.0,0.0,0.0,0.0
37643,mimir,0.0,0.0,0.0,0.0,0.0
37644,mimosa,0.0,0.0,0.0,0.0,0.0
37645,minable,0.0,0.0,0.0,0.0,0.0
37646,minaret,0.0,0.0,0.0,0.0,0.0
37647,minatory,0.0,0.0,0.0,0.0,0.0
37648,mince,0.0,0.0,0.0,0.0,0.0
37649,minced,0.0,0.0,0.0,0.0,0.0
37650,mincemeat,0.0,0.0,0.0,0.0,0.0
37651,mincer,0.0,0.0,0.0,0.0,0.0
37652,mincing,0.0,0.0,0.0,0.0,0.0
37653,mind,0.0,1.0,0.0,0.0,0.0
37654,minded,0.0,0.0,0.0,0.0,0.0
37655,minder,0.0,0.0,0.0,0.0,0.0
37656,mindful,0.0,0.0,0.0,0.0,0.0
37657,mindfully,0.0,0.0,0.0,0.0,0.0
37658,mindfulness,0.0,0.0,0.0,0.0,0.0
37659,minding,0.0,0.0,0.0,0.0,0.0
37660,mindles,0.0,-1.0,0.0,0.0,0.0
37661,mindless,0.0,-1.0,0.0,0.0,0.0
37662,mindlessly,0.0,0.0,0.0,0.0,0.0
37663,mindlessnes,0.0,0.0,0.0,0.0,0.0
37664,mindlessness,0.0,0.0,0.0,0.0,0.0
37665,mindset,0.0,0.0,0.0,0.0,0.0
