,word,sociability,ability,negative,positive,uncertain
20157,ennoble,0.0,0.0,0.0,0.0,0.0
20158,ennobled,0.0,0.0,0.0,0.0,0.0
20159,ennoblement,0.0,0.0,0.0,0.0,0.0
20160,ennobles,0.0,0.0,0.0,0.0,0.0
20161,ennobling,0.0,0.0,0.0,0.0,0.0
20162,ennui,-1.0,0.0,0.0,0.0,0.0
20163,enology,0.0,0.0,0.0,0.0,0.0
20164,enormity,0.0,0.0,0.0,0.0,0.0
20165,enormous,0.0,0.0,0.0,0.0,0.0
20166,enormously,0.0,0.0,0.0,0.0,0.0
20167,enormousness,0.0,0.0,0.0,0.0,0.0
20168,enough,0.0,0.0,0.0,0.0,0.0
20169,enoxaparin,0.0,0.0,0.0,0.0,0.0
20170,enplane,0.0,0.0,0.0,0.0,0.0
20171,enplaned,0.0,0.0,0.0,0.0,0.0
20172,enplanement,0.0,0.0,0.0,0.0,0.0
20173,enplanes,0.0,0.0,0.0,0.0,0.0
20174,enplaning,0.0,0.0,0.0,0.0,0.0
20175,enquire,0.0,0.0,0.0,0.0,0.0
20176,enquired,0.0,0.0,0.0,0.0,0.0
20177,enquires,0.0,0.0,0.0,0.0,0.0
20178,enquiring,0.0,0.0,0.0,0.0,0.0
20179,enquiry,0.0,0.0,0.0,0.0,0.0
20180,enrage,0.0,0.0,0.0,0.0,0.0
20181,enraged,0.0,0.0,0.0,0.0,0.0
20182,enrages,0.0,0.0,0.0,0.0,0.0
20183,enraging,0.0,0.0,0.0,0.0,0.0
20184,enrapture,0.0,0.0,0.0,0.0,0.0
20185,enraptured,0.0,0.0,0.0,0.0,0.0
20186,enraptures,0.0,0.0,0.0,0.0,0.0
20187,enrapturing,0.0,0.0,0.0,0.0,0.0
20188,enrich,0.0,0.0,0.0,0.0,0.0
20189,enriched,0.0,0.0,0.0,0.0,0.0
20190,enriches,0.0,0.0,0.0,0.0,0.0
20191,enriching,0.0,0.0,0.0,0.0,0.0
20192,enrichment,0.0,0.0,0.0,0.0,0.0
20193,enrol,0.0,0.0,0.0,0.0,0.0
20194,enroll,0.0,0.0,0.0,0.0,0.0
20195,enrolled,0.0,0.0,0.0,0.0,0.0
20196,enrollee,0.0,0.0,0.0,0.0,0.0
20197,enrolling,0.0,0.0,0.0,0.0,0.0
20198,enrollment,0.0,0.0,0.0,0.0,0.0
20199,enrolls,0.0,0.0,0.0,0.0,0.0
20200,enrolment,0.0,0.0,0.0,0.0,0.0
20201,enrols,0.0,0.0,0.0,0.0,0.0
20202,enroute,0.0,0.0,0.0,0.0,0.0
20203,ensconce,0.0,0.0,0.0,0.0,0.0
20204,ensconced,0.0,0.0,0.0,0.0,0.0
20205,ensconces,0.0,0.0,0.0,0.0,0.0
20206,ensconcing,0.0,0.0,0.0,0.0,0.0
20207,ensemble,0.0,0.0,0.0,0.0,0.0
20208,enshrine,0.0,0.0,0.0,0.0,0.0
20209,enshrined,0.0,0.0,0.0,0.0,0.0
20210,enshrinement,0.0,0.0,0.0,0.0,0.0
20211,enshrinements,0.0,0.0,0.0,0.0,0.0
20212,enshrines,0.0,0.0,0.0,0.0,0.0
20213,enshrining,0.0,0.0,0.0,0.0,0.0
20214,enshroud,0.0,0.0,0.0,0.0,0.0
20215,enshrouded,0.0,0.0,0.0,0.0,0.0
20216,enshrouding,0.0,0.0,0.0,0.0,0.0
20217,enshrouds,0.0,0.0,0.0,0.0,0.0
20218,ensign,0.0,0.0,0.0,0.0,0.0
20219,ensilage,0.0,0.0,0.0,0.0,0.0
20220,enslave,0.0,0.0,0.0,0.0,0.0
20221,enslaved,0.0,0.0,0.0,0.0,0.0
20222,enslavement,0.0,0.0,0.0,0.0,0.0
20223,enslaves,0.0,0.0,0.0,0.0,0.0
20224,enslaving,0.0,0.0,0.0,0.0,0.0
20225,ensnare,0.0,0.0,0.0,0.0,0.0
20226,ensnared,0.0,0.0,0.0,0.0,0.0
20227,ensnarement,0.0,0.0,0.0,0.0,0.0
20228,ensnarements,0.0,0.0,0.0,0.0,0.0
20229,ensnares,0.0,0.0,0.0,0.0,0.0
20230,ensnaring,0.0,0.0,0.0,0.0,0.0
20231,ensue,0.0,0.0,0.0,0.0,0.0
20232,ensued,0.0,0.0,0.0,0.0,0.0
20233,ensues,0.0,0.0,0.0,0.0,0.0
20234,ensuing,0.0,0.0,0.0,0.0,0.0
20235,ensure,0.0,0.0,0.0,0.0,0.0
20236,ensured,0.0,0.0,0.0,0.0,0.0
20237,ensurer,0.0,0.0,0.0,0.0,0.0
20238,ensurers,0.0,0.0,0.0,0.0,0.0
20239,ensures,0.0,0.0,0.0,0.0,0.0
20240,ensuring,0.0,0.0,0.0,0.0,0.0
20241,entail,0.0,0.0,0.0,0.0,0.0
20242,entailed,0.0,0.0,0.0,0.0,0.0
20243,entailing,0.0,0.0,0.0,0.0,0.0
20244,entailment,0.0,0.0,0.0,0.0,0.0
20245,entangle,0.0,0.0,0.0,0.0,0.0
20246,entangled,0.0,0.0,0.0,0.0,0.0
20247,entanglement,0.0,0.0,0.0,0.0,0.0
20248,entangles,0.0,0.0,0.0,0.0,0.0
20249,entangling,0.0,0.0,0.0,0.0,0.0
20250,entente,0.0,0.0,0.0,0.0,0.0
20251,enter,0.0,0.0,0.0,0.0,0.0
20252,entered,0.0,0.0,0.0,0.0,0.0
20253,enteric fever,0.0,0.0,0.0,0.0,0.0
20254,entericfever,0.0,0.0,0.0,0.0,0.0
20255,entering,0.0,0.0,0.0,0.0,0.0
20256,enteritides,0.0,0.0,0.0,0.0,0.0
20257,enteritis,0.0,0.0,0.0,0.0,0.0
20258,enteropathy,0.0,0.0,0.0,0.0,0.0
20259,enterprise,0.0,0.0,0.0,0.0,0.0
20260,enterprising,0.0,0.0,0.0,0.0,0.0
20261,enterprisingly,0.0,0.0,0.0,0.0,0.0
20262,enters,0.0,0.0,0.0,0.0,0.0
20263,entertain,0.0,0.0,0.0,0.0,0.0
20264,entertained,0.0,0.0,0.0,0.0,0.0
20265,entertainer,0.0,0.0,0.0,0.0,0.0
20266,entertaining,1.0,0.0,0.0,0.0,0.0
20267,entertainingly,0.0,0.0,0.0,0.0,0.0
20268,entertainings,0.0,0.0,0.0,0.0,0.0
20269,entertainment,0.0,0.0,0.0,0.0,0.0
20270,entertains,0.0,0.0,0.0,0.0,0.0
20271,enthral,0.0,0.0,0.0,0.0,0.0
20272,enthrall,0.0,0.0,0.0,0.0,0.0
20273,enthralled,0.0,0.0,0.0,0.0,0.0
20274,enthralling,0.0,0.0,0.0,0.0,0.0
20275,enthrallment,0.0,0.0,0.0,0.0,0.0
20276,enthralls,0.0,0.0,0.0,0.0,0.0
20277,enthrals,0.0,0.0,0.0,0.0,0.0
20278,enthrone,0.0,0.0,0.0,0.0,0.0
20279,enthroned,0.0,0.0,0.0,0.0,0.0
20280,enthronement,0.0,0.0,0.0,0.0,0.0
20281,enthrones,0.0,0.0,0.0,0.0,0.0
20282,enthroning,0.0,0.0,0.0,0.0,0.0
20283,enthuse,0.0,0.0,0.0,0.0,0.0
20284,enthused,0.0,0.0,0.0,0.0,0.0
20285,enthuses,0.0,0.0,0.0,0.0,0.0
20286,enthusiasm,0.0,0.0,0.0,1.0,0.0
20287,enthusiasm,0.0,0.0,0.0,0.0,0.0
20288,enthusiast,0.0,0.0,0.0,0.0,0.0
20289,enthusiastic,0.0,0.0,0.0,1.0,0.0
20290,enthusiastically,0.0,0.0,0.0,1.0,0.0
20291,enthusing,0.0,0.0,0.0,0.0,0.0
20292,entice,0.0,0.0,0.0,0.0,0.0
20293,enticed,0.0,0.0,0.0,0.0,0.0
20294,enticement,0.0,0.0,0.0,0.0,0.0
20295,entices,0.0,0.0,0.0,0.0,0.0
20296,enticing,0.0,0.0,0.0,0.0,0.0
20297,enticingly,0.0,0.0,0.0,0.0,0.0
20298,entire,0.0,0.0,0.0,0.0,0.0
20299,entirely,0.0,0.0,0.0,0.0,0.0
20300,entirety,0.0,0.0,0.0,0.0,0.0
20301,entitle,-1.0,0.0,0.0,0.0,0.0
20302,entitled,0.0,0.0,0.0,0.0,0.0
20303,entitlement,0.0,0.0,0.0,0.0,0.0
20304,entitles,0.0,0.0,0.0,0.0,0.0
20305,entitling,0.0,0.0,0.0,0.0,0.0
20306,entity,0.0,0.0,0.0,0.0,0.0
20307,entomb,0.0,0.0,0.0,0.0,0.0
20308,entombed,0.0,0.0,0.0,0.0,0.0
20309,entombing,0.0,0.0,0.0,0.0,0.0
20310,entombment,0.0,0.0,0.0,0.0,0.0
20311,entombs,0.0,0.0,0.0,0.0,0.0
20312,entomological,0.0,0.0,0.0,0.0,0.0
20313,entomologist,0.0,0.0,0.0,0.0,0.0
20314,entomology,0.0,0.0,0.0,0.0,0.0
20315,entourage,0.0,0.0,0.0,0.0,0.0
20316,entrails,0.0,0.0,0.0,0.0,0.0
20317,entrainment,0.0,0.0,0.0,0.0,0.0
20318,entrance,0.0,0.0,0.0,0.0,0.0
20319,entranced,0.0,0.0,0.0,0.0,0.0
20320,entrancement,0.0,0.0,0.0,0.0,0.0
20321,entranceway,0.0,0.0,0.0,0.0,0.0
20322,entrancing,0.0,0.0,0.0,0.0,0.0
20323,entrancingly,0.0,0.0,0.0,0.0,0.0
20324,entrant,0.0,0.0,0.0,0.0,0.0
20325,entrap,0.0,0.0,0.0,0.0,0.0
20326,entrapment,0.0,0.0,0.0,0.0,0.0
20327,entrapped,0.0,0.0,0.0,0.0,0.0
20328,entrapping,0.0,0.0,0.0,0.0,0.0
20329,entraps,0.0,0.0,0.0,0.0,0.0
20330,entreat,0.0,0.0,0.0,0.0,0.0
20331,entreated,0.0,0.0,0.0,0.0,0.0
20332,entreating,0.0,0.0,0.0,0.0,0.0
20333,entreatingly,0.0,0.0,0.0,0.0,0.0
20334,entreats,0.0,0.0,0.0,0.0,0.0
20335,entreaty,0.0,0.0,0.0,0.0,0.0
20336,entree,0.0,0.0,0.0,0.0,0.0
20337,entrench,0.0,0.0,0.0,0.0,0.0
20338,entrenched,0.0,0.0,0.0,0.0,0.0
20339,entrenches,0.0,0.0,0.0,0.0,0.0
20340,entrenching,0.0,0.0,0.0,0.0,0.0
20341,entrenchment,0.0,0.0,0.0,0.0,0.0
20342,entrepreneur,0.0,0.0,0.0,0.0,0.0
20343,entrepreneurial,0.0,0.0,0.0,0.0,0.0
20344,entrepreneurship,0.0,0.0,0.0,0.0,0.0
20345,entropy,0.0,0.0,0.0,0.0,0.0
20346,entrust,0.0,0.0,0.0,0.0,0.0
20347,entrusted,0.0,0.0,0.0,0.0,0.0
20348,entrusting,0.0,0.0,0.0,0.0,0.0
20349,entrustment,0.0,0.0,0.0,0.0,0.0
20350,entrusts,0.0,0.0,0.0,0.0,0.0
20351,entry,0.0,0.0,0.0,0.0,0.0
20352,entryway,0.0,0.0,0.0,0.0,0.0
20353,entwine,0.0,0.0,0.0,0.0,0.0
20354,entwined,0.0,0.0,0.0,0.0,0.0
20355,entwines,0.0,0.0,0.0,0.0,0.0
20356,entwining,0.0,0.0,0.0,0.0,0.0
20357,enumerable,0.0,0.0,0.0,0.0,0.0
20358,enumerate,0.0,0.0,0.0,0.0,0.0
20359,enumerated,0.0,0.0,0.0,0.0,0.0
20360,enumerates,0.0,0.0,0.0,0.0,0.0
20361,enumerating,0.0,0.0,0.0,0.0,0.0
20362,enumeration,0.0,0.0,0.0,0.0,0.0
20363,enumerator,0.0,0.0,0.0,0.0,0.0
20364,enunciate,0.0,0.0,0.0,0.0,0.0
20365,enunciated,0.0,0.0,0.0,0.0,0.0
20366,enunciates,0.0,0.0,0.0,0.0,0.0
20367,enunciating,0.0,0.0,0.0,0.0,0.0
20368,enunciation,0.0,0.0,0.0,0.0,0.0
20369,enure,0.0,0.0,0.0,0.0,0.0
20370,enured,0.0,0.0,0.0,0.0,0.0
20371,enures,0.0,0.0,0.0,0.0,0.0
20372,enureses,0.0,0.0,0.0,0.0,0.0
20373,enuresis,0.0,0.0,0.0,0.0,0.0
20374,enuring,0.0,0.0,0.0,0.0,0.0
20375,envelop,0.0,0.0,0.0,0.0,0.0
20376,envelope,0.0,0.0,0.0,0.0,0.0
20377,enveloped,0.0,0.0,0.0,0.0,0.0
20378,enveloper,0.0,0.0,0.0,0.0,0.0
20379,envelopers,0.0,0.0,0.0,0.0,0.0
20380,enveloping,0.0,0.0,0.0,0.0,0.0
20381,envelopment,0.0,0.0,0.0,0.0,0.0
20382,envelops,0.0,0.0,0.0,0.0,0.0
20383,envenom,0.0,0.0,0.0,0.0,0.0
20384,envenomed,0.0,0.0,0.0,0.0,0.0
20385,envenoming,0.0,0.0,0.0,0.0,0.0
20386,envenoms,0.0,0.0,0.0,0.0,0.0
20387,enviable,0.0,0.0,0.0,0.0,0.0
20388,enviably,0.0,0.0,0.0,0.0,0.0
20389,envied,0.0,0.0,0.0,0.0,0.0
20390,enviou,0.0,0.0,0.0,0.0,0.0
20391,envious,0.0,0.0,0.0,0.0,0.0
20392,enviously,0.0,0.0,0.0,0.0,0.0
20393,enviousness,0.0,0.0,0.0,0.0,0.0
20394,environment,0.0,0.0,0.0,0.0,0.0
20395,environmental,0.0,0.0,0.0,0.0,0.0
20396,environmentalism,0.0,0.0,0.0,0.0,0.0
20397,environmentalist,0.0,0.0,0.0,0.0,0.0
20398,environmentally,0.0,0.0,0.0,0.0,0.0
20399,environs,0.0,0.0,0.0,0.0,0.0
20400,envisage,0.0,1.0,0.0,0.0,0.0
20401,envisaged,0.0,0.0,0.0,0.0,0.0
20402,envisages,0.0,0.0,0.0,0.0,0.0
20403,envisaging,0.0,0.0,0.0,0.0,0.0
20404,envision,0.0,1.0,0.0,0.0,0.0
20405,envisioned,0.0,0.0,0.0,0.0,0.0
20406,envisioning,0.0,0.0,0.0,0.0,0.0
20407,envisions,0.0,0.0,0.0,0.0,0.0
20408,envoy,0.0,0.0,0.0,0.0,0.0
20409,envy,0.0,0.0,0.0,0.0,0.0
20410,envying,0.0,0.0,0.0,0.0,0.0
20411,envyingly,0.0,0.0,0.0,0.0,0.0
20412,enzymatic,0.0,0.0,0.0,0.0,0.0
20413,enzyme,0.0,0.0,0.0,0.0,0.0
20414,enzymology,0.0,0.0,0.0,0.0,0.0
20415,eolian,0.0,0.0,0.0,0.0,0.0
20416,eon,0.0,0.0,0.0,0.0,0.0
20417,epa,0.0,0.0,0.0,0.0,0.0
20418,eparchy,0.0,0.0,0.0,0.0,0.0
20419,epaulet,0.0,0.0,0.0,0.0,0.0
20420,epaulette,0.0,0.0,0.0,0.0,0.0
20421,epee,0.0,0.0,0.0,0.0,0.0
20422,ephedrine,0.0,0.0,0.0,0.0,0.0
20423,ephemera,0.0,0.0,0.0,0.0,0.0
20424,ephemeral,0.0,0.0,0.0,0.0,0.0
20425,ephemerally,0.0,0.0,0.0,0.0,0.0
20426,ephesian,0.0,0.0,0.0,0.0,0.0
20427,epic,0.0,0.0,0.0,0.0,0.0
20428,epicene,0.0,0.0,0.0,0.0,0.0
20429,epicenter,0.0,0.0,0.0,0.0,0.0
20430,epicentre,0.0,0.0,0.0,0.0,0.0
20431,epicure,0.0,0.0,0.0,0.0,0.0
20432,epicurean,0.0,0.0,0.0,0.0,0.0
20433,epidemic,0.0,0.0,0.0,0.0,0.0
20434,epidemic disease,0.0,0.0,0.0,0.0,0.0
20435,epidemically,0.0,0.0,0.0,0.0,0.0
20436,epidemicdisease,0.0,0.0,0.0,0.0,0.0
20437,epidemiologic,0.0,0.0,0.0,0.0,0.0
20438,epidemiological,0.0,0.0,0.0,0.0,0.0
20439,epidemiologist,0.0,0.0,0.0,0.0,0.0
20440,epidemiology,0.0,0.0,0.0,0.0,0.0
20441,epidermal,0.0,0.0,0.0,0.0,0.0
20442,epidermi,0.0,0.0,0.0,0.0,0.0
20443,epidermic,0.0,0.0,0.0,0.0,0.0
20444,epidermis,0.0,0.0,0.0,0.0,0.0
20445,epiglottis,0.0,0.0,0.0,0.0,0.0
20446,epigram,0.0,0.0,0.0,0.0,0.0
20447,epigrammatic,0.0,0.0,0.0,0.0,0.0
20448,epigraph,0.0,0.0,0.0,0.0,0.0
20449,epigraphy,0.0,0.0,0.0,0.0,0.0
20450,epilepsy,0.0,0.0,0.0,0.0,0.0
20451,epileptic,0.0,0.0,0.0,0.0,0.0
20452,epilog,0.0,0.0,0.0,0.0,0.0
20453,epilogue,0.0,0.0,0.0,0.0,0.0
20454,epinephrin,0.0,0.0,0.0,0.0,0.0
20455,epinephrine,0.0,0.0,0.0,0.0,0.0
20456,epiphany,0.0,0.0,0.0,0.0,0.0
20457,episcopacy,0.0,0.0,0.0,0.0,0.0
20458,episcopal,0.0,0.0,0.0,0.0,0.0
20459,episcopalianism,0.0,0.0,0.0,0.0,0.0
20460,episcopate,0.0,0.0,0.0,0.0,0.0
20461,episode,0.0,0.0,0.0,0.0,0.0
20462,episodic,0.0,0.0,0.0,0.0,0.0
20463,episodically,0.0,0.0,0.0,0.0,0.0
20464,epistaxi,0.0,0.0,0.0,0.0,0.0
20465,epistaxis,0.0,0.0,0.0,0.0,0.0
20466,epistemic,0.0,0.0,0.0,0.0,0.0
20467,epistemological,0.0,0.0,0.0,0.0,0.0
20468,epistemology,0.0,0.0,0.0,0.0,0.0
20469,epistle,0.0,0.0,0.0,0.0,0.0
20470,epistolary,0.0,0.0,0.0,0.0,0.0
20471,epitaph,0.0,0.0,0.0,0.0,0.0
20472,epithelial,0.0,0.0,0.0,0.0,0.0
20473,epithelium,0.0,0.0,0.0,0.0,0.0
20474,epithermal,0.0,0.0,0.0,0.0,0.0
20475,epithet,0.0,0.0,0.0,0.0,0.0
20476,epitome,0.0,0.0,0.0,0.0,0.0
20477,epitomize,0.0,0.0,0.0,0.0,0.0
20478,epitomized,0.0,0.0,0.0,0.0,0.0
20479,epitomizes,0.0,0.0,0.0,0.0,0.0
20480,epitomizing,0.0,0.0,0.0,0.0,0.0
20481,epoch,0.0,0.0,0.0,0.0,0.0
20482,epochal,0.0,0.0,0.0,0.0,0.0
20483,epoxied,0.0,0.0,0.0,0.0,0.0
20484,epoxy,0.0,0.0,0.0,0.0,0.0
20485,epoxyed,0.0,0.0,0.0,0.0,0.0
20486,epoxying,0.0,0.0,0.0,0.0,0.0
20487,eps,0.0,0.0,0.0,0.0,0.0
20488,epsilon,0.0,0.0,0.0,0.0,0.0
20489,equabilities,0.0,0.0,0.0,0.0,0.0
20490,equability,0.0,0.0,0.0,0.0,0.0
20491,equable,0.0,0.0,0.0,0.0,0.0
20492,equably,0.0,0.0,0.0,0.0,0.0
20493,equal,0.0,0.0,0.0,0.0,0.0
20494,equaled,0.0,0.0,0.0,0.0,0.0
20495,equaling,0.0,0.0,0.0,0.0,0.0
20496,equalitarian,0.0,0.0,0.0,0.0,0.0
20497,equality,0.0,0.0,0.0,0.0,0.0
20498,equalization,0.0,0.0,0.0,0.0,0.0
20499,equalize,0.0,0.0,0.0,0.0,0.0
20500,equalized,0.0,0.0,0.0,0.0,0.0
20501,equalizer,0.0,0.0,0.0,0.0,0.0
20502,equalizes,0.0,0.0,0.0,0.0,0.0
20503,equalizing,0.0,0.0,0.0,0.0,0.0
20504,equalled,0.0,0.0,0.0,0.0,0.0
20505,equalling,0.0,0.0,0.0,0.0,0.0
20506,equally,0.0,0.0,0.0,0.0,0.0
20507,equanimity,0.0,0.0,0.0,0.0,0.0
20508,equatable,0.0,0.0,0.0,0.0,0.0
20509,equate,0.0,0.0,0.0,0.0,0.0
20510,equated,0.0,0.0,0.0,0.0,0.0
20511,equates,0.0,0.0,0.0,0.0,0.0
20512,equating,0.0,0.0,0.0,0.0,0.0
20513,equation,0.0,0.0,0.0,0.0,0.0
20514,equator,0.0,0.0,0.0,0.0,0.0
20515,equatorial,0.0,0.0,0.0,0.0,0.0
20516,equatorial guinea,0.0,0.0,0.0,0.0,0.0
20517,equatorialguinea,0.0,0.0,0.0,0.0,0.0
20518,equerry,0.0,0.0,0.0,0.0,0.0
20519,equestrian,0.0,0.0,0.0,0.0,0.0
20520,equestrianism,0.0,0.0,0.0,0.0,0.0
20521,equestrianisms,0.0,0.0,0.0,0.0,0.0
20522,equestrienne,0.0,0.0,0.0,0.0,0.0
20523,equestriennes,0.0,0.0,0.0,0.0,0.0
20524,equidistant,0.0,0.0,0.0,0.0,0.0
20525,equidistantly,0.0,0.0,0.0,0.0,0.0
20526,equilateral,0.0,0.0,0.0,0.0,0.0
20527,equilibrate,0.0,0.0,0.0,0.0,0.0
20528,equilibrium,0.0,1.0,0.0,0.0,0.0
20529,equine,0.0,0.0,0.0,0.0,0.0
20530,equinoctial,0.0,0.0,0.0,0.0,0.0
20531,equinox,0.0,0.0,0.0,0.0,0.0
20532,equip,0.0,0.0,0.0,0.0,0.0
20533,equipage,0.0,0.0,0.0,0.0,0.0
20534,equipment,0.0,0.0,0.0,0.0,0.0
20535,equipoise,0.0,0.0,0.0,0.0,0.0
20536,equipped,0.0,0.0,0.0,0.0,0.0
20537,equipping,0.0,0.0,0.0,0.0,0.0
20538,equips,0.0,0.0,0.0,0.0,0.0
20539,equitable,0.0,0.0,0.0,0.0,0.0
20540,equitably,0.0,0.0,0.0,0.0,0.0
20541,equitation,0.0,0.0,0.0,0.0,0.0
20542,equitization,0.0,0.0,0.0,0.0,0.0
20543,equitize,0.0,0.0,0.0,0.0,0.0
20544,equity,0.0,0.0,0.0,0.0,0.0
20545,equityholder,0.0,0.0,0.0,0.0,0.0
20546,equityholders,0.0,0.0,0.0,0.0,0.0
20547,equivalence,0.0,0.0,0.0,0.0,0.0
20548,equivalencies,0.0,0.0,0.0,0.0,0.0
20549,equivalency,0.0,0.0,0.0,0.0,0.0
20550,equivalent,0.0,0.0,0.0,0.0,0.0
20551,equivalently,0.0,0.0,0.0,0.0,0.0
20552,equivocal,0.0,0.0,0.0,0.0,0.0
20553,equivocally,0.0,0.0,0.0,0.0,0.0
20554,equivocalness,0.0,0.0,0.0,0.0,0.0
20555,equivocate,0.0,0.0,0.0,0.0,0.0
20556,equivocated,0.0,0.0,0.0,0.0,0.0
20557,equivocates,0.0,0.0,0.0,0.0,0.0
20558,equivocating,0.0,0.0,0.0,0.0,0.0
20559,equivocation,0.0,0.0,0.0,0.0,0.0
20560,equivocator,0.0,0.0,0.0,0.0,0.0
20561,era,0.0,0.0,0.0,0.0,0.0
20562,eradicable,0.0,0.0,0.0,0.0,0.0
20563,eradicate,0.0,0.0,0.0,0.0,0.0
20564,eradicated,0.0,0.0,0.0,0.0,0.0
20565,eradicates,0.0,0.0,0.0,0.0,0.0
20566,eradicating,0.0,0.0,0.0,0.0,0.0
20567,eradication,0.0,0.0,0.0,0.0,0.0
20568,eradicator,0.0,0.0,0.0,0.0,0.0
20569,erasable,0.0,0.0,0.0,0.0,0.0
20570,erase,0.0,0.0,0.0,0.0,0.0
20571,erased,0.0,0.0,0.0,0.0,0.0
20572,eraser,0.0,0.0,0.0,0.0,0.0
20573,erasing,0.0,0.0,0.0,0.0,0.0
20574,erasure,0.0,0.0,0.0,0.0,0.0
20575,erbium,0.0,0.0,0.0,0.0,0.0
20576,ere,0.0,0.0,0.0,0.0,0.0
20577,erect,0.0,0.0,0.0,0.0,0.0
20578,erected,0.0,0.0,0.0,0.0,0.0
20579,erectile,0.0,0.0,0.0,0.0,0.0
20580,erectile dysfunction,0.0,0.0,0.0,0.0,0.0
20581,erectiledysfunction,0.0,0.0,0.0,0.0,0.0
20582,erecting,0.0,0.0,0.0,0.0,0.0
20583,erection,0.0,0.0,0.0,0.0,0.0
20584,erectly,0.0,0.0,0.0,0.0,0.0
20585,erectness,0.0,0.0,0.0,0.0,0.0
20586,erector,0.0,0.0,0.0,0.0,0.0
20587,erectors,0.0,0.0,0.0,0.0,0.0
20588,erects,0.0,0.0,0.0,0.0,0.0
20589,erelong,0.0,0.0,0.0,0.0,0.0
20590,eremite,0.0,0.0,0.0,0.0,0.0
20591,erg,0.0,0.0,0.0,0.0,0.0
20592,ergo,0.0,0.0,0.0,0.0,0.0
20593,ergonomic,0.0,0.0,0.0,0.0,0.0
20594,ergonomically,0.0,0.0,0.0,0.0,0.0
20595,ergonomics,0.0,0.0,0.0,0.0,0.0
20596,ergosterol,0.0,0.0,0.0,0.0,0.0
20597,ergot,0.0,0.0,0.0,0.0,0.0
20598,erisa,0.0,0.0,0.0,0.0,0.0
20599,eritrea,0.0,0.0,0.0,0.0,0.0
20600,erlotinib,0.0,0.0,0.0,0.0,0.0
20601,ermine,0.0,0.0,0.0,0.0,0.0
20602,ero,0.0,0.0,0.0,0.0,0.0
20603,erode,0.0,0.0,1.0,0.0,0.0
20604,eroded,0.0,0.0,1.0,0.0,0.0
20605,erodes,0.0,0.0,1.0,0.0,0.0
20606,erodible,0.0,0.0,0.0,0.0,0.0
20607,eroding,0.0,0.0,1.0,0.0,0.0
20608,erogenous,0.0,0.0,0.0,0.0,0.0
20609,eros,0.0,0.0,0.0,0.0,0.0
20610,erosion,0.0,0.0,1.0,0.0,0.0
20611,erosion,0.0,0.0,0.0,0.0,0.0
20612,erosive,0.0,0.0,0.0,0.0,0.0
20613,erotic,0.0,0.0,0.0,0.0,0.0
20614,erotica,0.0,0.0,0.0,0.0,0.0
20615,erotically,0.0,0.0,0.0,0.0,0.0
20616,eroticism,0.0,0.0,0.0,0.0,0.0
20617,err,0.0,0.0,0.0,0.0,0.0
20618,errand,0.0,0.0,0.0,0.0,0.0
20619,errant,0.0,0.0,0.0,0.0,0.0
20620,erratas,0.0,0.0,0.0,0.0,0.0
20621,erratic,0.0,0.0,1.0,0.0,0.0
20622,erratically,0.0,0.0,1.0,0.0,0.0
20623,erratum,0.0,0.0,0.0,0.0,0.0
20624,erred,0.0,0.0,1.0,0.0,0.0
20625,erring,0.0,0.0,1.0,0.0,0.0
20626,erroneous,0.0,0.0,1.0,0.0,0.0
20627,erroneously,0.0,0.0,1.0,0.0,0.0
20628,error,0.0,-1.0,1.0,0.0,0.0
20629,errs,0.0,0.0,1.0,0.0,0.0
20630,ersatz,0.0,0.0,0.0,0.0,0.0
20631,erst,0.0,0.0,0.0,0.0,0.0
20632,erstwhile,0.0,0.0,0.0,0.0,0.0
20633,eruct,0.0,0.0,0.0,0.0,0.0
20634,eructation,0.0,0.0,0.0,0.0,0.0
20635,eructed,0.0,0.0,0.0,0.0,0.0
20636,eructing,0.0,0.0,0.0,0.0,0.0
20637,eructs,0.0,0.0,0.0,0.0,0.0
20638,erudite,0.0,1.0,0.0,0.0,0.0
20639,eruditely,0.0,0.0,0.0,0.0,0.0
20640,erudition,0.0,1.0,0.0,0.0,0.0
20641,erupt,0.0,0.0,0.0,0.0,0.0
20642,erupted,0.0,0.0,0.0,0.0,0.0
20643,erupting,0.0,0.0,0.0,0.0,0.0
20644,eruption,0.0,0.0,0.0,0.0,0.0
20645,eruptive,0.0,0.0,0.0,0.0,0.0
20646,erupts,0.0,0.0,0.0,0.0,0.0
20647,erysipela,0.0,0.0,0.0,0.0,0.0
20648,erysipelas,0.0,0.0,0.0,0.0,0.0
20649,erythema,0.0,0.0,0.0,0.0,0.0
20650,erythema multiforme,0.0,0.0,0.0,0.0,0.0
20651,erythema nodosum,0.0,0.0,0.0,0.0,0.0
20652,erythemamultiforme,0.0,0.0,0.0,0.0,0.0
20653,erythemanodosum,0.0,0.0,0.0,0.0,0.0
20654,erythematou,0.0,0.0,0.0,0.0,0.0
20655,erythematous,0.0,0.0,0.0,0.0,0.0
20656,erythrocyte,0.0,0.0,0.0,0.0,0.0
20657,escalate,0.0,0.0,1.0,0.0,0.0
20658,escalated,0.0,0.0,1.0,0.0,0.0
20659,escalates,0.0,0.0,1.0,0.0,0.0
20660,escalating,0.0,0.0,1.0,0.0,0.0
20661,escalation,0.0,0.0,0.0,0.0,0.0
