,realpath,Onset,Offset,Duration,Vocal-Arousal,Vocal-Valence,Vocal-Positive,Vocal-Negative
0,cbe3892bec55813a8ec7cf93bbd3b497,0,164.95,164.95,0.3,-0.28,0.97,0
